"name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","log_price","days_since_last_review"
"HOTTEST LOCATION! Cozy, convenient and chic.","Manhattan","Chelsea",40.7403,-74.0029,"Entire home/apt",165,3,14,"2018-08-19",0.38,1,10,5.11198778835654,323
"Artistic Escape in Brooklyn","Brooklyn","Williamsburg",40.70742,-73.94316,"Entire home/apt",92,2,11,"2019-06-23",0.31,1,7,4.53259949315326,15
"Midtown Luxurious 1 bedroom apt.","Manhattan","Midtown",40.7531,-73.97158,"Entire home/apt",101,4,1,"2016-07-06",0.03,1,0,4.62497281328427,1097
"Historical Sugar Hill, West Harlem","Manhattan","Harlem",40.83079,-73.9432,"Private room",95,2,14,"2019-05-14",0.38,2,89,4.56434819146784,55
"Clean bright room in spacious apt!","Manhattan","Morningside Heights",40.80728,-73.96634,"Private room",119,1,4,"2016-09-25",0.11,1,0,4.78749174278205,1016
"Art-filled bright spacious 1 bedrm W'burg + deck","Brooklyn","Williamsburg",40.71983,-73.95675,"Entire home/apt",195,2,145,"2019-06-25",4.03,2,230,5.27811465923052,13
"Sunny 1BR in East Village","Manhattan","Gramercy",40.73277,-73.98448,"Entire home/apt",170,4,9,"2018-06-25",0.24,1,0,5.14166355650266,378
"Midtown Studio near Central Park","Manhattan","Upper East Side",40.76184,-73.9569,"Entire home/apt",150,4,45,"2018-11-08",1.27,1,6,5.01727983681492,242
"Spacious 1br apartment with amazing views!","Manhattan","Harlem",40.81134,-73.94044,"Entire home/apt",157,1,11,"2016-08-01",0.29,1,0,5.06259503302697,1071
"Private Queen Bedroom in Brooklyn","Brooklyn","Gravesend",40.60054,-73.99416,"Private room",69,1,0,NA,0,1,0,4.24849524204936,NA
"cosy room with all confort","Bronx","Longwood",40.82716,-73.89911,"Private room",30,1,11,"2016-11-18",0.3,1,0,3.43398720448515,962
"Williamsburg 2 Bed/2 Bath, close Subway/Waterfront","Brooklyn","Williamsburg",40.71147,-73.95896,"Entire home/apt",250,2,6,"2016-09-11",0.16,1,0,5.52545293913178,1030
"Crown Heights, Franklin Ave- Private/Cozy Room!","Brooklyn","Crown Heights",40.6737,-73.95669,"Private room",40,3,3,"2017-05-31",0.11,2,0,3.71357206670431,768
"Beautiful hip location, with a light of sunshine.","Queens","Ridgewood",40.70971,-73.89741,"Entire home/apt",80,28,1,"2018-09-15",0.1,1,365,4.39444915467244,296
"Private room in Stylish Williamsburg APT","Brooklyn","Williamsburg",40.71273,-73.96478,"Private room",150,3,0,NA,0,1,0,5.01727983681492,NA
"Large room in Sugar Hill","Manhattan","Harlem",40.82882,-73.94148,"Private room",49,7,1,"2016-08-30",0.03,2,0,3.91202300542815,1042
"Large private bedroom in West Soho/West Village","Manhattan","SoHo",40.72689,-74.0089,"Private room",101,2,102,"2019-07-01",2.97,2,116,4.62497281328427,7
"Charming Oldschool NYC Apartment","Manhattan","East Harlem",40.79659,-73.93501,"Private room",69,3,0,NA,0,1,0,4.24849524204936,NA
"Spacious & Cosy 1BR apt in Gramercy with balcony!","Manhattan","Kips Bay",40.73955,-73.98243,"Entire home/apt",199,30,36,"2019-05-31",0.98,1,242,5.29831736654804,38
"Basement Sublet Space open from June 28th-July17th","Queens","Ridgewood",40.69807,-73.90614,"Private room",40,21,0,NA,0,1,0,3.71357206670431,NA
"Amazing flat, stunning views!!, perfect location","Brooklyn","Williamsburg",40.71026,-73.96841,"Entire home/apt",175,1,1,"2016-07-08",0.03,1,0,5.17048399503815,1095
"Cozy 1BR in Midtown Manhattan","Manhattan","Midtown",40.75823,-73.96453,"Entire home/apt",175,1,2,"2016-06-23",0.05,1,0,5.17048399503815,1110
"Roses Room - 10 mins to Williamsburg/LES/City","Brooklyn","Bedford-Stuyvesant",40.69285,-73.92849,"Private room",50,1,42,"2019-06-15",2.1,3,102,3.93182563272433,23
"Excellent Space for NYC Visit.","Manhattan","Washington Heights",40.85413,-73.93172,"Private room",45,3,1,"2016-07-04",0.03,2,0,3.8286413964891,1099
"AMAZING VIEW ENTIRE apt 10mins to midtown","Queens","Sunnyside",40.74472,-73.91788,"Entire home/apt",110,1,37,"2019-06-15",1,1,74,4.70953020131233,23
"Sunny one-bedroom with terrace in Park Slope","Brooklyn","South Slope",40.6612,-73.98568,"Entire home/apt",70,70,3,"2018-04-08",0.08,1,0,4.26267987704132,456
"Beautiful Brooklyn Brownstone in Park Slope.","Brooklyn","South Slope",40.66186,-73.98109,"Entire home/apt",129,5,1,"2016-07-13",0.03,1,0,4.86753445045558,1090
"Perfect 1BDRM -Lincoln Center","Manhattan","Upper West Side",40.7728,-73.98737,"Entire home/apt",139,4,8,"2018-10-23",0.23,1,0,4.9416424226093,258
"Gorgeous Duplex Apartment with a Garden","Brooklyn","Bedford-Stuyvesant",40.691,-73.93032,"Entire home/apt",135,3,2,"2016-08-01",0.06,1,0,4.91265488573605,1071
"Modern and cozy apartment in the Upper East Side","Manhattan","Upper East Side",40.77363,-73.95154,"Entire home/apt",90,1,3,"2016-08-29",0.09,1,0,4.51085950651685,1043
"Airy, Private, Spacious + Accessible","Brooklyn","Flatbush",40.65253,-73.96404,"Entire home/apt",125,2,52,"2019-03-06",1.41,2,20,4.83628190695148,124
"QUIET OASIS in Prime Chelsea LRGE APT PRIVATE back","Manhattan","Chelsea",40.74494,-74.00116,"Entire home/apt",225,30,0,NA,0,1,280,5.42053499927229,NA
"Beautiful 1 bedroom in Astoria,Queens","Queens","Ditmars Steinway",40.77231,-73.90793,"Entire home/apt",75,4,1,"2016-07-31",0.03,1,0,4.33073334028633,1072
"Bright Private BR in a 2BR apt in Upper West Side","Manhattan","Upper West Side",40.79201,-73.97423,"Private room",65,3,5,"2017-11-26",0.14,2,0,4.18965474202643,589
"[TRUE 1br] Heart of the West Village","Manhattan","West Village",40.7332,-74.0039,"Entire home/apt",190,2,2,"2016-09-17",0.05,1,0,5.25227342804663,1024
"Fully Furnished, sunny 2BR 1BA Summer sublet!","Brooklyn","Kensington",40.64328,-73.97506,"Entire home/apt",85,7,1,"2016-08-14",0.03,1,0,4.45434729625351,1058
"Grand private apt with deck, one block to subway","Brooklyn","East Flatbush",40.65005,-73.94776,"Entire home/apt",119,1,24,"2019-05-28",1.04,1,313,4.78749174278205,41
"Gorgeous Master Bedroom near City College","Manhattan","Harlem",40.81733,-73.95384,"Private room",48,2,0,NA,0,3,0,3.89182029811063,NA
"STUDIO LowerManhattan this week!","Manhattan","Financial District",40.70713,-74.00793,"Entire home/apt",196,3,14,"2019-05-06",0.52,1,29,5.28320372873799,63
"Beautiful Quiet Bedroom near City College","Manhattan","Harlem",40.81863,-73.95295,"Private room",80,2,0,NA,0,3,0,4.39444915467244,NA
"*Cozy apt Manhattan,Near Central Park !*","Manhattan","Upper East Side",40.77081,-73.95216,"Private room",90,1,65,"2019-06-30",1.76,1,338,4.51085950651685,8
"Large and Lovely with Lots of Light","Brooklyn","Bedford-Stuyvesant",40.68881,-73.94991,"Private room",125,3,1,"2016-10-09",0.03,1,0,4.83628190695148,1002
"Big room in East Harlem apartment","Manhattan","East Harlem",40.7977,-73.93736,"Private room",65,28,1,"2016-06-27",0.03,1,0,4.18965474202643,1106
"Modern 1BR apartment amazing location in Chelsea","Manhattan","Chelsea",40.74032,-74.00265,"Entire home/apt",110,4,6,"2017-09-15",0.16,1,0,4.70953020131233,661
"World Trade Center Delight","Manhattan","Financial District",40.70566,-74.00865,"Entire home/apt",100,20,3,"2019-05-04",0.09,1,340,4.61512051684126,65
"private one bedroom apartment in williamsburg","Brooklyn","Williamsburg",40.70844,-73.96176,"Entire home/apt",200,2,0,NA,0,1,0,5.30330490805908,NA
"Charming 1BR in the heart of Greenwich Village","Manhattan","Greenwich Village",40.73006,-73.99981,"Entire home/apt",200,4,0,NA,0,1,0,5.30330490805908,NA
"Bright apartment in Soho with roof access","Manhattan","SoHo",40.72795,-74.00454,"Entire home/apt",360,2,22,"2019-05-25",0.66,2,333,5.88887795833288,44
"Fort Greene bedroom w/private bathroom","Brooklyn","Fort Greene",40.69289,-73.98077,"Private room",65,10,0,NA,0,1,0,4.18965474202643,NA
"Peaceful, Light-filled Room - Greenpoint, BK","Brooklyn","Greenpoint",40.73265,-73.95393,"Private room",65,7,38,"2019-01-23",1.08,1,10,4.18965474202643,166
"LARGE bedroom in sun-lit Pre-War in Crown Heights","Brooklyn","Crown Heights",40.67555,-73.94493,"Private room",65,2,21,"2016-11-27",0.58,2,0,4.18965474202643,953
"Spacious duplex w/ backyard in Stuyvesant Heights.","Brooklyn","Bedford-Stuyvesant",40.68015,-73.9355,"Entire home/apt",160,2,3,"2016-10-24",0.08,1,0,5.08140436498446,987
"Amazing Park Slope Duplex plus Finished Basement.","Brooklyn","Park Slope",40.67885,-73.97929,"Entire home/apt",450,7,14,"2019-06-08",0.64,2,360,6.11146733950268,30
"Sunny apartment in Lower East Side (LES)","Manhattan","Lower East Side",40.71934,-73.98172,"Private room",75,2,3,"2018-05-20",0.08,1,0,4.33073334028633,414
"Stunning, Prime, Beautiful NYC","Manhattan","Harlem",40.81266,-73.95152,"Private room",69,10,20,"2018-05-29",0.54,3,0,4.24849524204936,405
"Modern High Rise Studio w/ Amazing Views (Sublet)","Brooklyn","Fort Greene",40.68921,-73.98038,"Entire home/apt",203,7,4,"2017-04-27",0.13,1,0,5.31811999384422,802
"Luxury 1 Bedroom in Midtown/Time Square with View","Manhattan","Theater District",40.75948,-73.98631,"Private room",169,5,19,"2018-12-07",0.51,1,88,5.13579843705026,213
"Spacious, Bright, Private NYC","Manhattan","Harlem",40.81325,-73.95323,"Private room",79,6,31,"2019-05-23",0.84,3,18,4.38202663467388,46
"Huge lovely studio (size: one bedroom) in Midtown","Manhattan","Hell's Kitchen",40.75704,-73.99564,"Entire home/apt",230,4,12,"2018-01-02",0.33,1,41,5.44241771052179,552
"Cozy room near la Guardia airport.","Queens","Woodside",40.74428,-73.90898,"Private room",65,1,18,"2018-05-12",1.11,1,278,4.18965474202643,422
"Large, Private Room in Bushwick","Brooklyn","Bushwick",40.70286,-73.92271,"Private room",50,2,6,"2016-08-09",0.16,1,0,3.93182563272433,1063
"Large, sunny, airy, spacious bdrm.","Brooklyn","Prospect Heights",40.67847,-73.96662,"Private room",100,1,11,"2019-05-27",0.3,2,365,4.61512051684126,42
"Cozy Room 1 Block from the Train","Queens","Astoria",40.75946,-73.91173,"Private room",70,10,3,"2019-06-14",0.4,2,250,4.26267987704132,24
"Spacious Beautiful 1 bdrm in Gramercy","Manhattan","Gramercy",40.73813,-73.98213,"Entire home/apt",175,2,1,"2016-06-26",0.03,1,0,5.17048399503815,1107
"Sunny 1-Bedroom in Cobble Hill with Outside Space","Brooklyn","Cobble Hill",40.68688,-73.999,"Private room",142,3,8,"2017-12-31",0.22,1,10,4.96284463025991,554
"Sunny Apartment in Park Slope, Brooklyn","Brooklyn","South Slope",40.66769,-73.98886,"Entire home/apt",190,3,39,"2019-06-25",1.07,2,226,5.25227342804663,13
"NYC 2500 sq ft home near yankee stadium/subway","Bronx","Longwood",40.82412,-73.90266,"Entire home/apt",350,7,0,NA,0,3,14,5.86078622346587,NA
"Sunny, Quiet & Newly Renovated Upper East Side Apt","Manhattan","Upper East Side",40.76988,-73.95125,"Entire home/apt",140,5,0,NA,0,1,0,4.94875989037817,NA
"spacious, clean place in quiet building","Bronx","University Heights",40.86048,-73.91181,"Entire home/apt",120,1,0,NA,0,1,0,4.79579054559674,NA
"VERY Spacious 3BR West Village Apartment","Manhattan","West Village",40.73458,-74.0028,"Private room",372,2,0,NA,0,1,0,5.92157841964382,NA
"Large private ensuite room beside Brooklyn Bridge","Brooklyn","Downtown Brooklyn",40.69739,-73.98512,"Private room",61,2,8,"2018-01-02",0.21,2,0,4.12713438504509,552
"Cosy private bedroom and bathroom in a 3 bedroom","Queens","Ridgewood",40.70756,-73.914,"Private room",65,5,0,NA,0,1,0,4.18965474202643,NA
"Cozy Private Room 2 Blocks from Central Park","Manhattan","Harlem",40.8003,-73.95223,"Private room",80,2,15,"2016-11-08",0.41,1,0,4.39444915467244,972
"East 63rd street 1bd Serviced Apartment","Manhattan","Upper East Side",40.76371,-73.96153,"Entire home/apt",225,30,1,"2016-11-12",0.03,87,341,5.42053499927229,968
"Gorgeous Spacious Room in Clinton Hill","Brooklyn","Clinton Hill",40.69288,-73.96592,"Private room",105,2,0,NA,0,1,0,4.66343909411207,NA
"""FALL IN LOVE WITH NYC & MY HOME""","Manhattan","Lower East Side",40.71932,-73.99396,"Entire home/apt",100,32,3,"2018-05-10",0.11,5,243,4.61512051684126,424
"Sunny One bd apt in Brooklyn!","Brooklyn","Borough Park",40.64459,-73.99825,"Entire home/apt",50,15,1,"2016-07-24",0.03,1,0,3.93182563272433,1079
"visit nyc and live like a local","Manhattan","East Village",40.72152,-73.9838,"Private room",109,4,25,"2019-05-31",0.91,1,140,4.70048036579242,38
"Spacious Bedroom in The Heights","Manhattan","Washington Heights",40.83702,-73.94199,"Private room",75,1,11,"2017-01-02",0.3,1,0,4.33073334028633,917
"Sunny, Spacious Lower Harlem Condo","Manhattan","East Harlem",40.80153,-73.94435,"Private room",100,2,0,NA,0,1,0,4.61512051684126,NA
"Bright Bedroom in Crown Heights","Brooklyn","Crown Heights",40.67664,-73.95814,"Private room",60,1,15,"2016-09-17",0.41,1,0,4.11087386417331,1024
"Cozy Private Room w/ Queen-sized Bed near Columbia","Manhattan","Morningside Heights",40.80346,-73.96488,"Private room",50,7,0,NA,0,1,0,3.93182563272433,NA
"Large, bright, 2bdr Manhattan apt","Manhattan","East Harlem",40.81454,-73.93616,"Entire home/apt",130,4,6,"2018-07-30",0.16,2,0,4.87519732320115,343
"Bushwick Artist Loft - Zen Tree House Room","Brooklyn","Bushwick",40.70859,-73.9221,"Private room",65,2,101,"2019-06-22",2.83,3,300,4.18965474202643,16
"Spacious Private BR in Chelsea","Manhattan","Chelsea",40.74675,-73.99555,"Private room",90,2,6,"2016-10-16",0.16,1,0,4.51085950651685,995
"Quiet 6th floor private room with rooftop views","Brooklyn","Kensington",40.64455,-73.97826,"Private room",50,14,1,"2016-08-06",0.03,1,0,3.93182563272433,1066
"Cozy BR in large quiet EV apt","Manhattan","East Village",40.72628,-73.97952,"Private room",67,4,11,"2019-07-02",0.3,2,4,4.21950770517611,6
"Private sunny South Park Slope 1-bedroom loft","Brooklyn","Sunset Park",40.66197,-73.98907,"Entire home/apt",100,1,14,"2016-07-29",0.38,1,0,4.61512051684126,1074
"Cute&Cozy Apartment, 20 min to Grand Central","Queens","Astoria",40.77164,-73.92028,"Entire home/apt",98,4,0,NA,0,1,0,4.59511985013459,NA
"Cozy room in Greenpoint, Brooklyn","Brooklyn","Greenpoint",40.727,-73.94249,"Private room",50,1,0,NA,0,1,0,3.93182563272433,NA
"Luminous 2 bedroom apartment in Bushwick","Queens","Ridgewood",40.7011,-73.90964,"Entire home/apt",100,5,1,"2016-06-21",0.03,1,0,4.61512051684126,1112
"Beautiful 2 BR, 2 bath duplex w/ private patio","Brooklyn","Prospect Heights",40.67671,-73.96466,"Entire home/apt",300,3,17,"2018-01-02",0.47,1,11,5.70711026474888,552
"Verita Room w/PrivateBathroom Bklyn","Brooklyn","Prospect-Lefferts Gardens",40.65862,-73.95808,"Private room",75,2,0,NA,0,1,0,4.33073334028633,NA
"Lux 1BR On Manhattan's West Side","Manhattan","Hell's Kitchen",40.76111,-73.99818,"Entire home/apt",219,30,0,NA,0,121,365,5.39362754635236,NA
"West 74th Street, Svcd Studio Apartment","Manhattan","Upper West Side",40.77936,-73.97874,"Entire home/apt",167,30,1,"2017-07-19",0.04,87,342,5.12396397940326,719
"RARE NYC LOFT in Perfect Location","Manhattan","Lower East Side",40.71827,-73.98983,"Entire home/apt",180,4,13,"2017-10-23",0.35,1,0,5.19849703126583,623
"Spacious Brooklyn Apt near F/G train","Brooklyn","Kensington",40.64277,-73.9744,"Entire home/apt",95,2,11,"2019-04-15",0.3,1,0,4.56434819146784,84
"Columbus Circle Penthouse","Manhattan","Upper West Side",40.77326,-73.98888,"Entire home/apt",250,1,0,NA,0,1,0,5.52545293913178,NA
"420 friendly Beautiful rm with plenty of sunlight","Brooklyn","Bedford-Stuyvesant",40.68285,-73.91484,"Private room",85,14,32,"2019-01-02",0.92,4,115,4.45434729625351,187
"Private Red Apple Brownstone Suite - Harlem NYC","Manhattan","Harlem",40.81635,-73.94467,"Entire home/apt",115,4,119,"2019-06-20",3.21,4,45,4.75359019110636,18
"Modern 1 Bedroom 4FL w/Marble Bthr","Manhattan","Midtown",40.76071,-73.96469,"Entire home/apt",150,30,8,"2019-03-12",0.36,12,267,5.01727983681492,118
"Simple and Beautiful Apartment in Flatbush","Brooklyn","Flatbush",40.64684,-73.96068,"Entire home/apt",80,5,3,"2018-07-27",0.08,1,0,4.39444915467244,346
"West Chelsea 1 bedroom 2 bathroom outdoor space.","Manhattan","Chelsea",40.74584,-74.00279,"Entire home/apt",225,14,0,NA,0,1,0,5.42053499927229,NA
"Historic Brooklyn Brownstone","Brooklyn","South Slope",40.66446,-73.97987,"Entire home/apt",400,4,0,NA,0,1,0,5.99396142730657,NA
"Stylish Williamsburg 2 bed with private roofdeck","Brooklyn","Williamsburg",40.7186,-73.95427,"Entire home/apt",325,5,2,"2018-01-01",0.07,1,0,5.78689738136671,553
"Perfect NYC neighborhood! 15 min. to Central Park!","Manhattan","Upper East Side",40.77512,-73.95254,"Private room",99,6,35,"2019-06-22",1.06,1,59,4.60517018598809,16
"Terrific Master Bedroom/Bath in Great UWS Location","Manhattan","Upper West Side",40.79415,-73.97323,"Private room",90,5,3,"2019-06-13",0.08,1,66,4.51085950651685,25
"Private Green Apple Brownstone Studio Harlem NYC","Manhattan","Harlem",40.81589,-73.94648,"Entire home/apt",110,4,125,"2019-06-20",3.37,4,44,4.70953020131233,18
"Awesome Room in the Heart of Bushwick!","Brooklyn","Bushwick",40.70364,-73.92769,"Private room",50,7,0,NA,0,1,0,3.93182563272433,NA
"East 40th Street, Lux Serviced Studio Apt","Manhattan","Midtown",40.74992,-73.97223,"Entire home/apt",189,30,0,NA,0,87,188,5.24702407216049,NA
"Enjoy whole apartment, safe, 25 min ferry to NYC","Staten Island","Tompkinsville",40.63598,-74.07943,"Entire home/apt",105,2,132,"2019-06-30",3.55,1,318,4.66343909411207,8
"Comfortable Room in large 3 BED Apt","Brooklyn","Bushwick",40.70146,-73.91763,"Private room",55,7,0,NA,0,1,0,4.02535169073515,NA
"Family home with private garden","Brooklyn","Fort Greene",40.68712,-73.97114,"Entire home/apt",180,10,0,NA,0,1,0,5.19849703126583,NA
"Convenient place rest head","Bronx","Concourse",40.82162,-73.92698,"Private room",50,2,0,NA,0,1,0,3.93182563272433,NA
"Sunny Cozy Room Located In Prime East Flatbush","Brooklyn","East Flatbush",40.63292,-73.94569,"Private room",80,2,7,"2018-01-10",0.21,8,189,4.39444915467244,544
"Basically Your Own Apartment: Cobble Hill Gem","Brooklyn","Cobble Hill",40.68796,-73.99229,"Entire home/apt",120,1,2,"2016-07-29",0.05,1,0,4.79579054559674,1074
"Event Space | Backyard | Pool","Brooklyn","East Flatbush",40.63337,-73.94578,"Private room",525,1,36,"2018-09-29",0.99,8,189,6.26530121273771,282
"Classic New York Railroad Apartment","Manhattan","Upper West Side",40.78853,-73.9751,"Entire home/apt",150,4,5,"2019-05-12",0.23,1,157,5.01727983681492,57
"East Village 1BR w/ private deck","Manhattan","East Village",40.73004,-73.98225,"Entire home/apt",150,2,0,NA,0,1,0,5.01727983681492,NA
"Spacious Comfortable Room Located In East Flatbush","Brooklyn","East Flatbush",40.63345,-73.94536,"Private room",90,1,4,"2018-05-09",0.11,8,189,4.51085950651685,425
"Colorful 1 bedroom Brooklyn Apartment","Brooklyn","Bedford-Stuyvesant",40.68501,-73.95904,"Entire home/apt",130,2,6,"2016-12-11",0.18,1,0,4.87519732320115,939
"Crown Heights oasis with private patio","Brooklyn","Crown Heights",40.67275,-73.95169,"Entire home/apt",155,3,19,"2018-05-18",0.53,1,0,5.04985600724954,416
"1 Bedroom in 3BR East Village NYC Apt","Manhattan","East Village",40.72424,-73.9906,"Private room",90,2,8,"2017-05-21",0.22,4,0,4.51085950651685,778
"Chill Private Room in Extremely Convenient Place","Manhattan","Upper West Side",40.76986,-73.98673,"Private room",90,1,1,"2016-08-09",0.03,1,0,4.51085950651685,1063
"Cozy Couch in Wburg","Brooklyn","Williamsburg",40.71182,-73.95692,"Shared room",130,1,0,NA,0,1,0,4.87519732320115,NA
"2 Bedroom Apartment in Prime Midtown West","Manhattan","Hell's Kitchen",40.7605,-73.99455,"Entire home/apt",199,3,110,"2019-06-20",3.02,1,246,5.29831736654804,18
"뉴욕의 꿈꾸는 집 (for women)","Manhattan","Morningside Heights",40.81005,-73.9599,"Shared room",70,3,1,"2017-03-19",0.04,2,0,4.26267987704132,841
"Small Private Room in quiet Manhattan Apt","Manhattan","Harlem",40.82588,-73.9388,"Private room",36,4,2,"2016-08-29",0.06,1,0,3.61091791264422,1043
"Sunny LES Apt W/ Luxury Bed A/C Views WIFI & More","Manhattan","Lower East Side",40.71429,-73.98755,"Private room",59,2,14,"2017-07-28",0.38,1,0,4.0943445622221,710
"Large 1BR Wood Floors/Exposed Brick","Manhattan","East Village",40.72746,-73.97611,"Entire home/apt",185,2,32,"2019-07-03",0.92,1,26,5.2257466737132,5
